Ob,Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Median Income,poverty_rate,percent_completed_hs
8937,IN,Shorewood Forest CDP,89.4,3.8,0,4,3.7,107557,3.2,96.8
8938,IN,Sidney town,100,0,0,0,3.6,51667,4.9,63.2
8939,IN,Silver Lake town,97.7,0.9,0.2,0.2,1.9,40000,19.5,84.5
8940,IN,Simonton Lake CDP,87.8,4.9,0.3,2.8,4.7,56353,15.6,87.9
8941,IN,Sims CDP,95.5,0,0.6,0.6,4.5,(X),24.7,100
8942,IN,Smithville-Sanders CDP,95.9,1,0.1,1.1,1.3,66851,3.5,93.6
8943,IN,Somerset CDP,98.5,0,0,0.2,0.7,68750,8.8,98.9
8944,IN,Somerville town,98.6,0.3,0.3,0,2.4,32500,5.7,86.3
8945,IN,South Bend city,60.5,26.6,0.5,1.3,13,34523,28.3,83.5
8946,IN,South Haven CDP,91.3,3,0.2,0.3,9.8,51310,14.6,86.9
8947,IN,South Whitley town,98,0.2,0.1,0.2,1.9,43438,12.3,91.1
8948,IN,Southport city,94.1,1.8,0.1,1.1,3.4,54828,11.8,88.9
8949,IN,Speedway town,74.2,16.7,0.3,2,7.6,37861,19.9,86.9
8950,IN,Spencer town,98.1,0.1,0.2,0.5,2.1,29926,21,81.1
8951,IN,Spiceland town,98.5,0.1,0,0.2,0.7,39808,14.2,94.5
8952,IN,Spring Grove town,89.2,5.5,0,1.2,0.9,61406,10.6,80.2
8953,IN,Spring Hill town,78.6,17.3,1,0,0,96250,0,96.5
8954,IN,Spring Lake town,95.9,0.5,0.5,0,0.9,64375,3.9,96.9
8955,IN,Springport town,96.6,0,0,0,0,37500,18.6,91.1
8956,IN,Spurgeon town,95.7,0,0,0,3.4,40833,8.2,91.7
8957,IN,St. Bernice CDP,98.8,0,0.5,0,0.3,42337,12.7,91.3
8958,IN,St. Joe town,95.9,0,0,0.9,3.7,44375,18.8,84.4
8959,IN,St. John town,93.5,1.3,0.1,1.3,8.2,95777,2.9,97.1
8960,IN,St. Leon town,98.1,0.1,0,0.6,0.3,54375,3.3,91.8
8961,IN,St. Mary of the Woods CDP,94.6,1.4,0.3,2.6,1.4,19375,19.6,89.1
8962,IN,St. Meinrad CDP,97,0.3,0.6,0.7,0.6,53472,24.9,92.3
8963,IN,St. Paul town,98.3,0.3,0.1,0,1.5,40294,19.2,85.5
8964,IN,Star City CDP,99.7,0,0,0,0.3,28125,0,100
8965,IN,State Line City town,98.6,0.7,0,0,0.7,48750,4.8,84.1
8966,IN,Staunton town,98.3,0,0,0,2.1,43594,10.1,88.8
8967,IN,Stilesville town,98.7,0.3,0,0,2.8,33750,10.7,89.3
8968,IN,Stinesville town,97.5,0,0,0,2,22917,20.8,72
8969,IN,Stockwell CDP,96.3,0.2,0.2,0.7,2.6,60459,0,97.7
8970,IN,Straughn town,99.5,0,0,0,0.5,33333,36,86
8971,IN,Sullivan city,97.7,0.1,0.4,0.2,1.4,27083,30.6,85.8
8972,IN,Sulphur Springs town,98.7,0,0,0,0,39107,14.4,95.7
8973,IN,Summitville town,96.6,0.7,0.1,0,2.1,40594,13.4,86.5
8974,IN,Sunman town,95.1,0.6,0,0.2,7.9,36774,20.2,83.8
8975,IN,Swayzee town,97.7,0.3,0.3,0.1,1.3,50700,12.4,93.1
8976,IN,Sweetser town,95.2,0.4,0.7,0.3,4.5,53485,12.4,94.8
8977,IN,Switz City town,97.3,0.7,0.7,0.3,2,25833,35.1,84.5
8978,IN,Syracuse town,95.7,0.6,0.1,0.7,5.2,45518,14.2,80.4
8979,IN,Taylorsville CDP,96.2,1.1,0.2,0.4,2.9,65469,4.2,92.4
8980,IN,Tecumseh CDP,97.3,0,0.2,1.5,1.1,66216,6.9,98.7
8981,IN,Tell City city,97.5,0.3,0.3,0.7,1,41900,16.6,87.8
8982,IN,Tennyson town,99.3,0.4,0,0,2.2,35833,24.1,72
8983,IN,Terre Haute city,83.5,10.9,0.4,1.4,3.1,31817,27.4,84.4
8984,IN,Thorntown town,99.1,0.1,0.2,0,0.7,47596,14,85.7
8985,IN,Tipton city,97.1,0.1,0.2,0.6,2.7,39099,13.7,84.3
8986,IN,Toad Hop CDP,99.1,0,0,0,0.9,-,0,100
8987,IN,Topeka town,94.4,0.3,0,1,3.6,45833,23.9,62.3
8988,IN,Town of Pines town,93.9,2.3,0.4,0.3,3.1,43214,25.4,85.6
8989,IN,Trafalgar town,96.3,0.9,0.9,0.5,1,58869,5.4,92.3
8990,IN,Trail Creek town,91.2,5.5,0.2,0.6,3.3,68148,9.6,94.5
8991,IN,Tri-Lakes CDP,97.8,0.1,0.2,0.1,1.1,57031,1.2,97.1
8992,IN,Troy town,98.4,0,0,0,1.3,34792,11,84.7
8993,IN,Ulen town,100,0,0,0,0.9,123750,1.6,100
8994,IN,Union City city,87.6,1.1,0.1,0.1,12.8,31238,31.2,76.5
8995,IN,Uniondale town,96.8,0.3,0.3,1.9,1,52500,18.9,77.7
8996,IN,Universal town,99.4,0.3,0,0,1.7,29688,16.5,80.3
8997,IN,Upland town,94.6,1.6,0.2,1.2,2.3,52344,16.3,95.4
8998,IN,Utica town,89.6,3.4,0.8,1.9,3.4,47833,9,88.5
8999,IN,Vallonia CDP,98.5,0,0,0.3,1.2,29323,2.9,58.6
9000,IN,Valparaiso city,89.9,3.3,0.3,2.1,7.1,49509,15.6,93.5
9001,IN,Van Bibber Lake CDP,98.8,0,0.2,0.6,0.6,18854,26.8,88.3
9002,IN,Van Buren town,98,0,0.2,0.3,0.9,39688,16.1,88.4
9003,IN,Veedersburg town,94.8,0.1,0.5,0.1,6.2,54271,17.5,84.2
9004,IN,Vera Cruz town,93.8,0,0,0,5,37083,24.3,86.1
9005,IN,Vernon town,97.5,0.3,0,0.3,0.6,41667,28.5,89.4
9006,IN,Versailles town,98.2,0.2,0,0.3,0.4,41458,11.9,89.2
9007,IN,Vevay town,97.1,0.5,0,0.5,1.1,35000,18.5,81.3
9008,IN,Vincennes city,91.9,4.7,0.3,0.7,1.9,35455,23.9,85.4
9009,IN,Wabash city,96.3,0.4,1,0.5,2,39532,18.3,86.2
9010,IN,Wakarusa town,96,1,0.1,1,2.4,52372,5.3,86.9
9011,IN,Waldron CDP,98.1,0,0,0.1,1.5,62321,7.2,80
9012,IN,Walkerton town,95,0.4,0.7,0.3,5,41156,13.8,86
9013,IN,Wallace town,100,0,0,0,0,28594,32.7,83.3
9014,IN,Walton town,93.2,0.3,0.1,0.3,9.5,42974,13.8,84.1
9015,IN,Wanatah town,96.9,0.1,1,0.2,3,53750,16.3,90.8
9016,IN,Warren Park town,78.6,16.1,0.1,0.2,7.3,28727,32,76.7
9017,IN,Warren town,98.8,0.1,0.1,0.2,0.4,44088,10.2,90.8
9018,IN,Warsaw city,89.5,1.6,0.5,2.2,10.4,46195,12.8,85.4
9019,IN,Washington city,89.2,1.1,0.3,1.1,9.6,41445,18.2,81.1
9020,IN,Waterloo town,95.3,0.5,0.1,0,3.8,40100,22.4,85.5
9021,IN,Waveland town,98.1,0,0.2,0,2.6,45250,20.2,83.1
9022,IN,Waynetown town,98.3,0.2,0,0,2,45068,12.7,86.3
9023,IN,West Baden Springs town,93.4,3.1,0.5,0.3,1.4,32813,13.2,83.6
9024,IN,West College Corner town,97.5,0.3,0.3,0,0.6,29865,19.6,77.2
9025,IN,West Harrison town,99,0.3,0.3,0.3,0.3,24205,37.2,73.4
9026,IN,West Lafayette city,76.8,2.7,0.1,17.3,3.6,27527,42.1,93.9
9027,IN,West Lebanon town,99.2,0,0.1,0.3,0.1,40556,13.4,87
9028,IN,West Point CDP,98.8,0.2,0,0,2.5,55294,9.9,100
9029,IN,West Terre Haute town,97.3,0.5,0.6,0,1.3,31178,26.6,76
9030,IN,Westphalia CDP,100,0,0,0,0,34722,46.8,88.7
9031,IN,Westport town,98.5,0.1,0.2,0.1,0.9,39875,11.5,84.6
9032,IN,Westville town,72.1,25.1,0.2,0.3,6.3,46806,25.7,74
9033,IN,Wheatfield town,95.8,0.8,0,0.1,5.9,46250,12,93.3
9034,IN,Wheatland town,97.9,0.2,0.2,0,2.9,42422,9.3,88.3
9035,IN,Wheeler CDP,94.1,0.9,1.8,0.2,4.5,53839,2.6,85.9
9036,IN,Whiteland town,97,0.4,0.2,0.7,1.8,67679,4.3,94.2
9037,IN,Whitestown town,90.9,2.8,0.1,2.9,3.5,73402,8.8,95.6
9038,IN,Whitewater town,100,0,0,0,0,39750,18.8,86.5
9039,IN,Whiting city,76.3,3.5,0.7,0.7,40.7,52586,16.6,87.8
9040,IN,Wilkinson town,99.3,0,0,0,2,55250,13.9,90
9041,IN,Williams CDP,96.9,0,0.3,0.7,0.3,43139,27,94.2
9042,IN,Williams Creek town,96.1,1,0,1.5,2.5,174375,6.8,99.2
9043,IN,Williamsport town,98.3,0.3,0.1,0.5,1,41250,13.1,81.9
9044,IN,Winamac town,97.2,0.5,0.3,0.4,2.3,38514,21.7,85.8
9045,IN,Winchester city,96.1,0.5,0.5,0.5,2.6,32273,20.5,81.4
9046,IN,Windfall City town,97.2,0.3,0.3,0.3,5.4,38365,19.1,77.8
9047,IN,Winfield town,88.5,3.7,0.4,3.5,8.9,82193,2.2,93.8
9048,IN,Wingate town,100,0,0,0,0,42917,14.4,88.8
9049,IN,Winona Lake town,92.2,1.5,0.1,1,7.4,51818,11,91.4
9050,IN,Winslow town,97.8,0.1,0.6,0.1,2.1,39375,26.4,81.6
9051,IN,Wolcott town,95.3,0.3,0.1,0.3,2.6,53462,7.3,91.2
9052,IN,Wolcottville town,96,0.5,0.7,0.8,1.8,44671,15.9,74.2
9053,IN,Woodburn city,98.6,0,0.2,0.1,1.1,52989,8.4,89.6
9054,IN,Woodlawn Heights town,97.5,0,0,0,3.8,117500,0,100
9055,IN,Worthington town,98.5,0.1,0.3,0.1,1.4,32656,24.1,80.5
9056,IN,Wynnedale town,61,35.9,0,1.3,0.9,102917,1.9,97.9
9057,IN,Yeoman town,100,0,0,0,0,44375,16.8,85.1
9058,IN,Yorktown town,95.3,1.6,0.2,1.5,1.3,59833,5.3,95.2
9059,IN,Zanesville town,98.5,0.2,0.2,0,1.5,58000,5.2,88.3
9060,IN,Zionsville town,94,1.2,0.1,2.7,2.1,107604,2.7,98
9061,KS,Abbyville city,96.6,0,1.1,0,1.1,42500,8.7,95.5
9062,KS,Abilene city,94.9,0.9,0.4,0.2,4.7,49813,10,85.2
9063,KS,Ada CDP,95,0,1,0,1,39423,0,71.7
9064,KS,Admire city,95.5,0,0,0,7.1,36750,17.2,93.9
9065,KS,Agenda city,97.1,0,0,0,0,27083,40,95.9
9066,KS,Agra city,95.1,0.4,1.9,0.4,2.2,41250,14.9,94.4
9067,KS,Albert city,96.6,0,0.6,0,4.6,56250,0.6,96.5
9068,KS,Alden city,94.6,0,0,0.7,1.4,60625,7.3,90.3
9069,KS,Alexander city,100,0,0,0,0,45625,12.9,90.3
9070,KS,Allen city,96,0,0,0,4,39500,28.3,84.2
9071,KS,Alma city,96.4,0.1,1,0,3.7,43889,8.8,93.4
9072,KS,Almena city,97.5,0.5,0.2,0,2.7,39896,9.9,93.2
9073,KS,Alta Vista city,98.2,0.7,0.2,0.2,4.3,43409,14.9,92.2
9074,KS,Altamont city,92.7,0.6,1.9,0,2.5,47321,17.3,93.6
9075,KS,Alton city,97.1,0,0,0,0,29722,31.9,85.4
9076,KS,Altoona city,95.2,0,1.2,0,2.9,35250,19.4,78.3
9077,KS,Americus city,96.2,0,0.2,0.1,4.1,40455,11.2,89.3
9078,KS,Andale city,98.7,0,0,0,2.3,72188,3.9,95.8
9079,KS,Andover city,93,1,0.6,1.8,4.8,83608,2.7,97.3
9080,KS,Anthony city,94,0.5,1.3,0.2,4,37826,17,87.5
9081,KS,Arcadia city,91.9,1.3,1,0,3.2,18194,40.7,79.4
9082,KS,Argonia city,96.6,0.8,0.6,0,1.6,50083,18.1,94.5
9083,KS,Arkansas City city,79.4,3.9,2.7,0.6,17.3,38757,24.2,87.2
9084,KS,Arlington city,98.3,0.6,0.2,0,1.3,37313,21.6,86.9
9085,KS,Arma city,97,0.1,1.4,0.1,2.7,33500,19.5,88.4
9086,KS,Asherville CDP,96.4,0,0,0,14.3,-,-,-
9087,KS,Ashland city,92.7,0,0.9,0.5,8.8,46058,13.1,92.1
9088,KS,Assaria city,98.3,0,0.2,0,1.9,51250,8.2,95.9
9089,KS,Atchison city,87.9,7.2,0.6,0.5,2.7,40512,24,93
9090,KS,Athol city,88.6,0,0,0,0,51250,4,91.3
9091,KS,Atlanta city,83.1,0,4.1,0,13.3,56250,9.8,95.3
9092,KS,Attica city,95.7,0.8,1.4,0,4.2,41635,19.1,85.1
9093,KS,Atwood city,97.2,0.2,0.3,0.1,2.9,36458,13.4,92.4
9094,KS,Auburn city,94.6,0.6,0.4,0.2,4.1,50703,8,92.7
9095,KS,Augusta city,94.2,0.4,1.3,0.6,4,46270,15.1,89.7
9096,KS,Aurora city,96.7,0,3.3,0,0,21250,44.2,70.6
9097,KS,Axtell city,96.8,0,0,0,0,53125,4,92.8
9098,KS,Baileyville CDP,98.3,0,0,0,1.1,41477,1.7,88.4
9099,KS,Baldwin City city,93.4,2.1,0.7,0.5,3,51718,10.4,96.1
9100,KS,Barnard city,100,0,0,0,0,35000,18.5,95.9
9101,KS,Barnes city,95,0,1.3,0,5,21875,30.8,88.9
9102,KS,Bartlett city,76.3,0,7.5,0,2.5,(X),0,95.8
9103,KS,Basehor city,94.1,2.5,0.4,0.5,3.6,83836,5.3,94.2
9104,KS,Bassett city,100,0,0,0,0,(X),0,100
9105,KS,Baxter Springs city,85.2,0.8,6.2,0.4,1.7,49531,17.1,88.7
9106,KS,Bazine city,83.8,0,2.4,0,25.7,35750,39.3,84.2
9107,KS,Beattie city,95,1,1.5,0,3.5,61250,19.3,87.4
9108,KS,Bel Aire city,81.1,8.6,0.9,4.5,4.8,72640,4.6,95.4
9109,KS,Belle Plaine city,96.1,0.4,1.1,0.1,3.1,45781,12.8,93.2
9110,KS,Belleville city,97.5,0.3,0.2,0.6,1.4,34201,16.1,91.5
9111,KS,Beloit city,98.1,0.3,0.4,0.2,1,45682,13.5,95.4
9112,KS,Belpre city,88.1,0,1.2,0,45.2,41063,20.3,64.2
9113,KS,Belvue city,97.6,0,0,0,6.8,44167,7.9,95.2
9114,KS,Bendena CDP,98.3,0,0,0,0,39375,4.3,100
9115,KS,Benedict city,89,0,2.7,0,4.1,31250,26.3,61.2
9116,KS,Bennington city,97.8,0.3,0.9,0,1.9,50682,8.1,93.8
9117,KS,Bentley city,92.1,0.9,3,0.8,7.2,63750,15.7,85.2
9118,KS,Benton city,97.3,0.1,0.6,0.7,2.7,47891,19.5,95.6
9119,KS,Bern city,91,0.6,3,0,6,51250,13.5,88.8
9120,KS,Beverly city,100,0,0,0,1.9,25893,25,93.9
9121,KS,Bird City city,96.2,0,0.4,0,15,40380,22.6,86.6
9122,KS,Bison city,97.6,0,0.8,0,0.4,45278,1.5,89
9123,KS,Blue Mound city,97.5,0.4,0.4,0,0,31979,19,80.6
9124,KS,Blue Rapids city,97.2,0.3,1.1,0,1.4,38750,22.5,90.5
9125,KS,Bluff City city,100,0,0,0,0,31250,21.6,70.6
9126,KS,Bogue city,93.7,2.8,0,2.1,1.4,33438,22,87.7
9127,KS,Bonner Springs city,84.8,5.4,0.9,0.5,10.8,56278,10.4,89.6
9128,KS,Brewster city,92.5,0,2,0.3,9.8,50625,17.6,91.3
9129,KS,Bronson city,90.1,3.4,0.9,0,6.2,35341,30.6,90.3
9130,KS,Brookville city,94.3,0,0.4,0,5,48203,18.4,88.5
9131,KS,Brownell city,100,0,0,0,0,57708,0,94.3
9132,KS,Bucklin city,93.3,1.9,0.9,0.3,4,51364,10.1,89.2
9133,KS,Bucyrus CDP,92.7,1,0,2.1,3.6,59423,0,95.5
9134,KS,Buffalo city,97.8,0,0.9,0,0.9,37159,22.4,82.8
9135,KS,Buhler city,98.1,0.1,0.7,0,2.4,52933,5.4,95.1
9136,KS,Bunker Hill city,97.9,0,0,1.1,1.1,36250,2.7,79.5
9137,KS,Burden city,97.2,0,1.7,0,3.7,39167,14.1,93
9138,KS,Burdett city,99.2,0.4,0.4,0,0.8,38750,19.1,93.8
9139,KS,Burlingame city,97.1,0.1,0.4,0,1.1,31650,17.8,87.3
9140,KS,Burlington city,94.7,1,1,0.9,2.5,50000,11.9,90.1
9141,KS,Burns city,96.9,1.3,0.4,0,0.9,38750,9.8,70.5
9142,KS,Burr Oak city,98.3,0,0.6,0,1.7,36250,8.4,81.4
9143,KS,Burrton city,93.9,0.4,1.1,0.1,6.2,51143,12.1,94
9144,KS,Bushong city,100,0,0,0,0,28125,9.5,59.1
9145,KS,Bushton city,92.5,2.9,2.5,0,8.2,49250,16.3,92
9146,KS,Byers city,94.3,0,0,0,0,33750,0,100
9147,KS,Caldwell city,95.2,0.8,1.7,0.1,3.1,38309,17.5,90.8
9148,KS,Cambridge city,98.8,0,1.2,0,1.2,50625,2.5,93
9149,KS,Caney city,86.2,0.7,5.8,0.2,5.1,27419,27.1,86.7
9150,KS,Canton city,96.9,0.4,0.1,0.1,1.9,51908,8.4,87.2
9151,KS,Carbondale city,95.8,0.3,1.2,0.2,2.9,39934,18.8,92.1
9152,KS,Carlton city,100,0,0,0,0,49375,0,91.7
9153,KS,Cassoday city,95.3,1.6,0,0.8,0,35972,23.8,95.9
9154,KS,Catharine CDP,100,0,0,0,1,-,0,100
9155,KS,Cawker City city,97,0.2,0,0.2,2.1,44464,11.8,89.8
9156,KS,Cedar city,100,0,0,0,0,21250,50,100
9157,KS,Cedar Point city,96.4,0,0,0,0,(X),3.7,100
9158,KS,Cedar Vale city,91.5,0.3,3.5,0.2,1.9,35238,32.1,89.1
9159,KS,Centralia city,94.5,1.2,0.8,0.8,2.5,33125,12.8,84.2
9160,KS,Chanute city,92.4,1.9,1.2,0.8,5.4,39263,22.3,89.4
9161,KS,Chapman city,95.3,1.4,0.4,0.4,3,54554,10.1,92.7
9162,KS,Chase city,94.8,0.4,0,0.6,7.8,35089,31.7,73.7
9163,KS,Chautauqua city,87.4,0,3.6,0.9,0.9,21667,35.3,71.2
9164,KS,Cheney city,97.3,0.3,0.5,0,2.5,67826,4.9,94.6
9165,KS,Cherokee city,95.9,0.1,0.8,0,1.5,32500,22.3,89.8
9166,KS,Cherryvale city,94.3,1,1.3,0.3,4,34286,26.2,85.9
9167,KS,Chetopa city,85.4,2.1,6,0.3,3.2,33229,26.8,84.4
9168,KS,Chicopee CDP,97.5,0.7,0,0.2,1.7,56103,9.3,92.1
9169,KS,Cimarron city,92.2,0.1,0.5,0.4,19.1,57500,16.2,84.5
9170,KS,Circleville city,95.3,0.6,4.1,0,1.2,55000,3.1,96.2
9171,KS,Claflin city,96.9,0.2,0.3,0,3.6,54792,4.5,91.5
9172,KS,Clay Center city,96.9,0.5,0.6,0.3,1.8,42500,15.4,95.9
9173,KS,Clayton city,96.6,0,3.4,0,1.7,36875,10.2,73.3
9174,KS,Clearwater city,97.2,0.2,0.3,0.3,1.6,59083,10.2,94.4
9175,KS,Clifton city,98.6,0.4,0.2,0,1.1,49219,3.4,92.3
9176,KS,Climax city,98.6,0,0,0,0,30000,0,62.5
9177,KS,Clyde city,97.8,0.3,0,0.3,0.7,43875,6,90.8
9178,KS,Coats city,95.2,0,0,0,8.4,30833,9.5,61.9
9179,KS,Coffeyville city,72.3,11.7,5,0.7,7.4,31486,26.2,83.4
9180,KS,Colby city,95.7,0.7,0.4,0.6,4,44679,11.1,92
9181,KS,Coldwater city,97.2,0.1,0.2,0.1,2.5,37125,16.4,89.9
9182,KS,Collyer city,100,0,0,0,0.9,42500,4.9,98.2
9183,KS,Colony city,94.4,1.7,0.2,0.2,0.2,35781,10.6,93.9
9184,KS,Columbus city,92.9,0.5,2.7,0.3,2.1,38914,14.6,83.7
9185,KS,Colwich city,97.4,0.2,0.5,0,2.5,81908,5.4,97.7
9186,KS,Concordia city,95.3,0.8,0.4,0.2,4.3,34293,17.7,90
9187,KS,Conway Springs city,96.6,0.6,0.6,0,2.1,42500,29.8,89
9188,KS,Coolidge city,82.1,0,0,0,33.7,57188,15.6,85.9
9189,KS,Copeland city,96.1,1.6,0.3,0,5.2,56875,8.2,79.7
9190,KS,Corning city,94.9,0,2.5,0,1.3,41042,33.8,96.1
9191,KS,Cottonwood Falls city,93.9,3.4,0,0.2,7,35547,7,88.1
9192,KS,Council Grove city,95.8,0.4,0.2,0.2,6,36154,10.6,85.7
9193,KS,Courtland city,98.9,0.7,0,0.4,0.4,38438,5.9,90.7
9194,KS,Coyville city,80.4,0,2.2,0,2.2,(X),16.1,82.6
9195,KS,Cuba city,96.8,0,1.3,0,0,42500,10.4,94.4
9196,KS,Cullison city,94.1,0,0,0,3,66250,9.1,78.4
9197,KS,Culver city,92.6,4.1,0.8,0.8,3.3,38125,7,84
9198,KS,Cunningham city,97.4,0.4,0.9,0,0.9,47813,6.2,93.7
9199,KS,Damar city,97.7,0,0,1.5,0,33750,8.3,86.2
9200,KS,Danville city,100,0,0,0,0,39375,4,94.3
9201,KS,De Soto city,89.7,0.8,0.8,0.4,14.6,51259,18.4,90
9202,KS,Dearing city,85.8,0.2,5.8,0,3.7,43125,12.4,88.3
9203,KS,Deerfield city,81,1.1,1.1,0.3,48.7,48409,17.9,62.8
9204,KS,Delia city,85.8,0,10.7,0,1.8,48750,16.1,89.9
9205,KS,Delphos city,96.4,0.8,0.3,0,2.2,38333,15.1,91.9
9206,KS,Denison city,96.3,0,0.5,0,1.1,38333,13.1,85.1
9207,KS,Denton city,93.9,0,0,0,2,63750,1.2,98.4
9208,KS,Derby city,91.6,1.9,1,1.6,5.2,68736,6.1,96.2
9209,KS,Detroit CDP,93,1.8,0,0.9,1.8,49125,0,67.5
9210,KS,Dexter city,95.3,0,3.6,0,0.7,41000,10.9,86.7
9211,KS,Dighton city,95.6,0.6,0.9,0.3,3.1,54489,9.2,95.1
9212,KS,Dodge City city,72.5,2.5,1.1,1.6,57.5,47461,20.1,65.8
9213,KS,Dorrance city,96.8,0,2.7,0.5,0.5,49583,5.5,99.2
9214,KS,Douglass city,96.6,0.4,1.1,0.5,2.2,54688,10.7,89
9215,KS,Downs city,97.6,0.1,1.1,0.6,0.9,44167,7.9,91.9
9216,KS,Dresden city,100,0,0,0,0,25417,54.5,57.8
9217,KS,Dunlap city,96.7,0,0,0,0,25000,6.7,90
9218,KS,Durham city,99.1,0,0,0,4.5,40938,21.7,79.3
9219,KS,Dwight city,93,1.5,0.4,0.7,4.8,33333,21.6,84.2
9220,KS,Earlton city,96.4,0,1.8,0,0,28750,2.1,75
9221,KS,Eastborough city,96.8,0.9,0.4,0.9,0.8,114250,6.3,97.7
9222,KS,Easton city,98.8,0.4,0,0,1.2,38125,23.8,77.7
9223,KS,Edgerton city,93.7,0.8,0.6,0.3,4.3,54861,11.3,90.4
9224,KS,Edmond city,98,0,2,0,0,43750,0,100
9225,KS,Edna city,88.7,0,3.4,0,2.3,52375,6.5,95
9226,KS,Edwardsville city,86.6,6,0.8,0.8,7.3,56063,10.7,87.2
9227,KS,Effingham city,96,1.6,0.9,0,2.9,36964,15.6,92.6
9228,KS,El Dorado city,91.8,2.3,1.1,0.4,4.7,42813,20.7,91.6
9229,KS,Elbing city,99.6,0,0,0,0.4,72292,14.1,97.6
9230,KS,Elgin city,88.8,0,3.4,0,1.1,34583,10.2,75.3
9231,KS,Elk City city,93.5,0.6,0.9,0,0.9,24306,27,84.4
9232,KS,Elk Falls city,92.5,0,1.9,0.9,0.9,25833,40.4,75.6
9233,KS,Elkhart city,87.7,0.1,1.2,2.5,20.7,45000,10.8,84.9
9234,KS,Ellinwood city,96.5,0.3,0.6,0,2.9,49432,18.3,84.7
9235,KS,Ellis city,97.9,0.2,0,0,3,46548,7.6,87.7
9236,KS,Ellsworth city,87.9,9.3,0.6,0.4,6.2,40208,7.4,87.4
9237,KS,Elmdale city,96.4,0,0,0,9.1,"250,000+",4.1,67.3
9238,KS,Elsmore city,100,0,0,0,0,37500,38.5,75.4
9239,KS,Elwood city,87.1,6.7,0.9,0.2,4.4,35500,20.7,84
9240,KS,Emmett city,89,1.6,1.6,0,10.5,35938,11.7,81.3
9241,KS,Emporia city,79.2,3.2,0.8,3.1,25.4,36228,25.9,85.6
9242,KS,Englewood city,88.3,0,0,1.3,10.4,21875,47.6,98.2
9243,KS,Ensign city,88.2,1.6,1.6,0,28.3,54250,7.3,61.1
9244,KS,Enterprise city,93.3,0.9,0.4,0.4,4.1,39792,15.3,89.6
9245,KS,Erie city,96.4,0.3,1.1,0.1,5.6,39519,18.5,93.3
9246,KS,Esbon city,91.9,1,3,0,1,35714,32,87.4
9247,KS,Eskridge city,96.6,1.1,0,0.2,0.7,43083,8.4,92.5
9248,KS,Eudora city,93.3,0.8,1.6,0.7,4.5,58857,11.3,91.7
9249,KS,Eureka city,95.2,0.2,0.9,0.4,5.3,35408,15.3,90.4
9250,KS,Everest city,91.5,1.1,2.1,0,4.9,52560,12.2,90.9
9251,KS,Fairview city,93.8,1.9,0.4,0,0.8,31250,17.6,89.1
9252,KS,Fairway city,95.3,0.8,0.3,1.4,3,101426,1.8,99.7
9253,KS,Fall River city,95.1,0,1.2,0.6,6.8,45714,5,89.5
9254,KS,Falun CDP,100,0,0,0,1.1,61364,0,80.5
9255,KS,Florence city,95.1,0.6,0.6,0.2,3.4,26458,25.1,90.3
9256,KS,Fontana city,92.9,0.4,0.4,0.4,6.7,41354,8.3,83.2
9257,KS,Ford city,87,0.5,3.7,0,8.3,46250,19.2,89.1
9258,KS,Formoso city,98.9,0,0,0,1.1,29375,18,88.3
9259,KS,Fort Dodge CDP,95.2,1.8,0.6,0,3,13776,19.1,92.6
9260,KS,Fort Riley CDP,72.6,15.9,1.1,2.4,12.3,34993,12.7,98.7
9261,KS,Fort Scott city,90.3,4.7,0.8,0.6,2.5,31592,21.7,88.2
9262,KS,Fowler city,91.5,1,0.7,0.8,12.9,41208,8.1,80.7
9263,KS,Frankfort city,98.8,0.6,0,0.1,1.2,44500,11.1,88.4
9264,KS,Franklin CDP,94.9,1.1,1.1,0.8,1.3,29226,11.6,82
9265,KS,Frederick city,100,0,0,0,0,-,0,25
9266,KS,Fredonia city,95.4,0.1,1.6,0.4,3.2,37292,19,87.4
9267,KS,Freeport city,80,0,20,0,0,-,-,-
9268,KS,Frontenac city,95.5,0.5,0.5,0.7,2.1,47500,10.4,93.5
9269,KS,Fulton city,90.2,0.6,3.7,0,5.5,27083,34.3,87.8
9270,KS,Galatia city,100,0,0,0,7.7,52500,7.1,100
9271,KS,Galena city,91,0.4,3,0.3,3.6,38106,16.7,80.8
9272,KS,Galesburg city,98.4,0,0.8,0,2.4,28750,19.6,88.4
9273,KS,Galva city,98.3,0.2,0,0.3,0.9,51500,5.8,90.7
9274,KS,Garden City city,74.7,2.8,0.9,4.4,48.6,47279,17.3,70.7
9275,KS,Garden Plain city,97.8,0.4,0.2,0.1,0.6,61250,8.7,91.3
9276,KS,Gardner city,89.7,3,0.5,1.9,6.2,67422,3.8,94.4
9277,KS,Garfield city,92.6,0,2.1,0,6.8,39583,7.4,73.7
9278,KS,Garnett city,96.7,0.4,0.6,0.5,2.1,33053,22.4,91.4
9279,KS,Gas city,95.7,0.4,1.6,0,2,41875,5.6,87.7
9280,KS,Gaylord city,95.6,0.9,0.9,0,0,(X),51.5,80.8
9281,KS,Gem city,100,0,0,0,0,55000,7,98.4
9282,KS,Geneseo city,95.9,0,0,0,4.1,34531,14.5,90.8
9283,KS,Geuda Springs city,97.8,0,0.5,0,0.5,39750,23.8,80.9
9284,KS,Girard city,94.4,1.8,0.8,0.2,2.7,36250,13.4,90.9
